event_type,event_cause,veh_type,requires_road_closure,hour,day_of_week,month,location_cluster,incident_distance,priority,resolution_minutes,latitude,longitude
unplanned,water_logging,Unknown,False,19,3,3,5,78.7829542567758,Low,11.046155966666667,12.8966387,77.7202071
unplanned,tree_fall,Unknown,True,6,3,3,7,0.00014033207046584034,Low,843.3240341666666,12.9463911,77.597326
unplanned,pot_holes,Unknown,False,8,1,1,25,78.67678030581511,High,11.009340083333333,12.9856042,77.5977438
unplanned,vehicle_breakdown,bmtc_bus,False,8,1,1,9,78.66675480803319,High,143.0118592,12.9077383,77.6005709
unplanned,pot_holes,Unknown,False,8,1,1,11,78.73869742065236,Low,9.079786666666667,12.9635109,77.6642122
unplanned,pot_holes,Unknown,False,8,1,1,11,78.73660932726573,Low,2.1338967,12.9667073,77.6615616
unplanned,pot_holes,Unknown,False,8,1,1,11,78.73669095781966,Low,13.1044941,12.9666867,77.6616478
unplanned,vehicle_breakdown,bmtc_bus,True,8,1,1,7,0.0003955937436288145,High,147.70489283333333,12.907814,77.6006561
unplanned,vehicle_breakdown,lcv,False,5,1,1,27,78.66357617199746,High,172.48698109999998,12.8955737,77.5993711
unplanned,tree_fall,Unknown,False,20,3,3,19,78.65288157272794,Low,2907.6902152666667,12.92757,77.5832051
unplanned,congestion,Unknown,False,5,1,1,32,78.67187202365628,High,177.5382209,13.044697,77.5828546
unplanned,pot_holes,Unknown,False,8,1,1,11,78.73668316621117,Low,8.487301616666667,12.9666885,77.6616396
unplanned,vehicle_breakdown,bmtc_bus,False,20,3,3,38,78.64279420786453,High,137.9545510833333,12.9789228,77.5644032
unplanned,accident,Unknown,False,3,1,1,34,78.73057805537712,Low,342.8135539833333,12.8636494,77.6725849
unplanned,vehicle_breakdown,heavy_vehicle,False,15,1,1,9,78.66876785464949,High,140.63250591666667,12.9219483,77.6002467
unplanned,pot_holes,Unknown,False,8,1,1,11,78.7365959647529,Low,6.705425233333333,12.9666597,77.661556
planned,construction,Unknown,False,11,1,1,29,78.76988776482118,High,4.583619033333333,12.946469,77.6986754
unplanned,others,Unknown,True,20,3,3,21,0.0001684091743400773,High,106.41915966666667,12.9936273,77.5844677
unplanned,vehicle_breakdown,bmtc_bus,False,20,1,1,29,78.76985322273359,High,177.47198625000001,12.9465079,77.6986339
unplanned,vehicle_breakdown,lcv,False,18,3,3,6,78.5940978576038,Low,125.94824038333333,13.0467058,77.5036495
unplanned,vehicle_breakdown,bmtc_bus,False,6,3,12,6,78.59088030360084,Low,48435.554171949996,13.0166142,77.5054464
planned,construction,Unknown,True,21,1,1,21,2.7330568961250795e-05,Low,14.630457049999999,13.0085677,77.6131497
unplanned,vehicle_breakdown,lcv,False,19,1,1,30,78.62385006295895,High,122.37784896666668,13.0309717,77.5364661
unplanned,others,Unknown,False,20,3,3,30,78.63073365390964,High,133.52984201666666,13.0262806,77.5442344
unplanned,tree_fall,Unknown,False,20,3,3,38,78.66502034402738,High,1829.3005683166666,12.9938639,77.5844374
unplanned,vehicle_breakdown,bmtc_bus,False,21,1,1,5,78.73585935326436,High,55.54173726666667,12.9188682,77.6687736
unplanned,congestion,Unknown,False,20,1,1,9,78.71565876846952,High,169.22176235,12.9546127,77.6423399
unplanned,vehicle_breakdown,lcv,False,21,1,1,10,78.59066782289274,High,141.8704862666667,12.936133,77.5187044
planned,construction,Unknown,False,20,1,1,29,78.77559367290925,High,759.7677609333333,12.9694079,77.7006346
unplanned,vehicle_breakdown,private_car,False,21,1,1,38,78.66742598352933,High,69.32988574999999,12.9849833,77.5883633
unplanned,vehicle_breakdown,truck,False,20,3,3,16,78.63862733337307,High,172.84337438333333,13.0127301,77.5545135
unplanned,road_conditions,Unknown,False,21,1,1,28,78.81057361993187,Low,61.27697945,12.9842019,77.7336286
unplanned,vehicle_breakdown,heavy_vehicle,True,19,1,1,31,9.201809604807479e-05,Low,179.23684601666668,13.2644465,77.7187627
unplanned,vehicle_breakdown,private_car,False,22,1,1,28,78.82954502196024,Low,36.41234645,12.9848257,77.7527586
unplanned,tree_fall,Unknown,False,20,3,3,38,78.66425601415526,High,1819.0784961333334,12.9932986,77.5837571
unplanned,tree_fall,Unknown,False,20,3,3,38,78.6648153089611,High,1823.1111437,12.9937523,77.5842482
unplanned,tree_fall,Unknown,False,20,3,3,38,78.6647777580488,High,1825.6380960666668,12.9938868,77.5841876
unplanned,vehicle_breakdown,private_car,False,23,1,1,5,78.76257563756562,High,10.513494433333333,12.9368467,77.6928653
unplanned,tree_fall,Unknown,True,20,3,3,1,0.00017705437018773214,Low,22124.802733783334,13.0126766,77.5581246
unplanned,vehicle_breakdown,bmtc_bus,False,23,1,1,37,78.5742147822734,Low,83.22766971666667,12.9513113,77.4994888
unplanned,vehicle_breakdown,bmtc_bus,False,21,1,1,6,78.5921841851464,Low,133.83007706666666,13.0160964,77.5068555
unplanned,pot_holes,Unknown,False,21,3,3,25,78.68098966645307,High,5.140865333333333,12.9807501,77.6028238
unplanned,tree_fall,Unknown,False,20,3,3,19,78.6515720959892,Low,321.2381929,12.9165983,77.583705
unplanned,pot_holes,Unknown,False,1,2,1,11,78.7401159014706,High,3.211340583333333,13.0198619,77.6562235
unplanned,pot_holes,Unknown,False,1,2,1,11,78.73930292780355,High,4.0398114000000005,13.0191848,77.6555127
unplanned,vehicle_breakdown,bmtc_bus,False,0,2,1,10,78.62308182957122,High,44.18836518333333,12.9740913,77.5452252
unplanned,vehicle_breakdown,bmtc_bus,False,0,2,1,10,78.6227631298278,High,41.79776975,12.9740971,77.5449011
unplanned,vehicle_breakdown,auto,False,1,2,1,38,78.64645746384487,Low,26.158540216666665,12.9688926,77.569795
unplanned,pot_holes,Unknown,False,23,1,1,37,78.60830648606138,High,8639.783120766666,12.9838737,77.5286068
unplanned,others,Unknown,False,23,1,1,10,78.59206616032078,Low,20609.415352216667,12.9595586,77.5162093
unplanned,vehicle_breakdown,lcv,False,22,1,1,0,78.64764794968578,Low,176.17561211666668,12.9511354,77.5739687
unplanned,vehicle_breakdown,others,False,23,1,1,30,78.62495288026665,Low,144.73249093333334,13.0192138,77.5395595
unplanned,pot_holes,Unknown,False,21,3,3,19,78.65341666461319,Low,5754.0936414,12.9161187,77.5856548
unplanned,vehicle_breakdown,bmtc_bus,True,23,1,1,8,0.000259064335650499,High,137.28279306666667,12.9284355,77.6811918
unplanned,vehicle_breakdown,heavy_vehicle,False,19,3,3,14,78.53317202439605,Low,132.12283276666668,13.0753282,77.4370383
unplanned,vehicle_breakdown,heavy_vehicle,False,19,3,3,36,78.8438803333119,Low,132.37432686666665,13.2673624,77.7195893
unplanned,others,Unknown,False,21,3,3,10,78.5686937740707,Low,15.889137016666666,12.9449039,77.4949618
unplanned,tree_fall,Unknown,False,21,3,3,25,78.69541155069163,Low,116.81505063333334,12.9873133,77.6163481
planned,construction,Unknown,False,21,3,3,29,78.77561309012206,High,792.5311395333333,12.969418,77.7006526
unplanned,others,Unknown,True,21,3,3,24,0.00028867658374108414,High,13265.729008983333,12.9613232,77.5644194
unplanned,others,Unknown,False,21,3,3,10,78.59241833367712,Low,17229.866753433333,12.959419,77.5165897
unplanned,pot_holes,Unknown,False,21,3,3,9,78.69374638795443,Low,44592.990823433334,12.9431035,77.6220445
unplanned,vehicle_breakdown,lcv,False,2,2,1,34,78.72687071483148,Low,83.47854958333333,12.8482637,77.6713737
unplanned,vehicle_breakdown,bmtc_bus,False,5,2,1,25,78.68509285421288,High,52.75158575,12.96672,77.6093294
unplanned,vehicle_breakdown,private_bus,False,21,3,3,4,78.7251020659539,High,74.82554628333334,13.0253205,77.6400845
unplanned,vehicle_breakdown,heavy_vehicle,False,2,2,1,34,78.7214015689273,Low,7.474684466666667,12.8561783,77.6645205
unplanned,water_logging,Unknown,False,3,2,1,0,78.65821946947352,High,8282.429949183334,12.9641056,77.5825203
unplanned,vehicle_breakdown,lcv,False,1,2,1,38,78.64340713968181,High,133.27503806666667,12.974757,77.5657216
unplanned,vehicle_breakdown,bmtc_bus,False,1,2,1,0,78.65927635400575,High,170.04985643333333,12.9640011,77.5836093
unplanned,vehicle_breakdown,heavy_vehicle,False,4,2,1,10,78.60807069178293,High,47.68991393333333,12.9480512,77.5343585
unplanned,vehicle_breakdown,bmtc_bus,False,3,2,1,5,78.74187952082146,High,124.56673463333333,12.9245654,77.6739287
unplanned,tree_fall,Unknown,False,21,3,3,16,78.67485596988693,Low,8.620190733333335,13.0078566,77.5920655
unplanned,tree_fall,Unknown,True,21,3,3,1,0.00013759832847595998,Low,11.181571216666667,13.0035862,77.5721203
unplanned,others,Unknown,False,21,3,3,25,78.67315727390869,High,6.862446716666667,12.9854129,77.5941024
unplanned,tree_fall,Unknown,True,21,3,3,7,8.19999999990273e-06,Low,5.1106294666666665,12.9272622,77.5806774
unplanned,tree_fall,Unknown,True,21,3,3,1,3.606466414435154e-05,Low,8761.173074416667,13.0022504,77.5722138
unplanned,tree_fall,Unknown,True,21,3,3,24,4.964121271895261e-05,High,13245.791299666666,12.9586724,77.5629452
unplanned,vehicle_breakdown,truck,False,3,2,1,32,78.67715851385024,High,144.57197663333332,13.0369808,77.5895122
unplanned,vehicle_breakdown,bmtc_bus,False,3,2,1,19,78.6418353480966,Low,132.64082918333332,12.9169077,77.5737827
unplanned,pot_holes,Unknown,False,22,3,3,9,78.66727672193528,High,5.20683595,12.9047066,77.6016042
unplanned,pot_holes,Unknown,False,22,3,3,9,78.66738833793622,High,3.920129,12.9047995,77.6017019
unplanned,water_logging,Unknown,False,22,3,3,10,78.62413772837002,High,2.1134930666666665,12.9774707,77.5457303
unplanned,pot_holes,Unknown,False,22,3,3,9,78.66725923442199,High,4.683621133333333,12.904781,77.6015741
unplanned,vehicle_breakdown,others,False,5,2,1,19,78.6230751949781,High,141.02792701666667,12.9238693,77.5536044
unplanned,others,Unknown,False,7,2,1,0,78.66792164545632,Low,4.101002116666667,12.9585656,77.5932824
unplanned,tree_fall,Unknown,False,22,3,3,0,78.63865293468906,High,13203.416384133334,12.9601533,77.5633429
unplanned,tree_fall,Unknown,False,22,3,3,0,78.63804420843068,Low,13212.042748383334,12.9578001,77.5631189
unplanned,vehicle_breakdown,private_bus,False,22,3,3,0,78.65245090949452,Low,127.67863055,12.95836,77.5776317
unplanned,pot_holes,Unknown,False,2,5,12,9,78.68921344846967,High,171296.69284373333,12.9187567,77.621505
unplanned,construction,Unknown,False,22,3,3,32,78.67720045614207,High,545.3734124333333,13.0331905,77.5901915
unplanned,vehicle_breakdown,lcv,True,20,3,3,7,0.0001789789093716062,Low,124.6776196,12.9360494,77.6154975
unplanned,water_logging,Unknown,False,22,3,3,25,78.70596669443718,High,5.652748266666666,12.9784088,77.6285392
unplanned,pot_holes,Unknown,False,22,3,3,25,78.68302591055655,Low,17.72307465,12.9873237,77.6037885
unplanned,vehicle_breakdown,bmtc_bus,False,22,3,3,11,78.73824443346872,High,167.26635851666666,13.0190323,77.654465
unplanned,congestion,Unknown,False,5,2,1,32,78.67189961519448,High,167.42314393333334,13.0446713,77.5828869
unplanned,vehicle_breakdown,bmtc_bus,False,6,2,1,9,78.69203919232577,High,140.03588296666666,12.9119892,77.6254956
unplanned,vehicle_breakdown,heavy_vehicle,False,5,2,1,37,78.58735475051502,High,159.3950219,12.9893579,77.5064443
unplanned,vehicle_breakdown,lcv,False,19,3,3,16,78.64837051016502,High,166.0362297,13.0152581,77.5639687
unplanned,tree_fall,Unknown,True,23,3,3,24,0.0001290045735553212,Low,61.794637816666665,12.9392829,77.5596125
unplanned,vehicle_breakdown,lcv,False,8,2,1,0,78.63565330434116,High,102.35698155,12.9614398,77.5600867
unplanned,vehicle_breakdown,bmtc_bus,False,8,2,1,9,78.68937431106092,High,150.17258636666665,12.9194445,77.6215536
unplanned,construction,Unknown,False,11,2,1,6,78.58592310160378,Low,7.721159566666667,13.0501731,77.4947759
unplanned,accident,Unknown,False,16,2,1,34,78.73058191202948,Low,113.94382151666667,12.8400906,77.6764868
unplanned,accident,Unknown,False,19,2,1,6,78.6044065432492,High,82.66359765,13.042636,77.5147881
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,1,9,78.66687092618,High,138.64549821666665,12.9110914,77.6001308
unplanned,others,Unknown,False,9,5,12,37,78.57495839202767,Low,150768.8275064,12.9516567,77.500185
unplanned,pot_holes,Unknown,False,20,2,1,28,78.8065582668574,Low,1.9610535166666667,12.9698017,77.7319617
unplanned,vehicle_breakdown,heavy_vehicle,False,20,2,1,13,78.70680782839261,High,102.53863953333332,13.114305,77.60655
unplanned,vehicle_breakdown,bmtc_bus,False,20,2,1,37,78.5836153854387,High,106.48374173333333,12.9900159,77.5025425
unplanned,accident,Unknown,False,19,2,1,6,78.60431320013453,High,81.29933503333334,13.0424443,77.5147257
unplanned,vehicle_breakdown,heavy_vehicle,True,19,2,1,7,2.890622770306001e-05,High,75.35926158333334,12.9216832,77.6199372
unplanned,others,Unknown,False,7,3,12,32,78.66495950732973,High,59870.439736433334,13.0467369,77.575502
unplanned,vehicle_breakdown,lcv,False,20,2,1,32,78.67789266986931,High,163.93256925,13.0427379,77.5892891
unplanned,vehicle_breakdown,heavy_vehicle,False,20,2,1,30,78.62328062006003,High,177.36515820000002,13.0308555,77.5359082
unplanned,pot_holes,Unknown,True,0,6,1,39,3.060522830987458e-05,Low,365.2268607,13.0161873,77.7093516
planned,construction,Unknown,False,21,2,1,29,78.7755913097899,High,750.7203447333334,12.9693576,77.7006406
unplanned,vehicle_breakdown,private_bus,False,21,3,3,0,78.6669484912693,Low,120.15279556666665,12.9625526,77.5916298
unplanned,others,Unknown,False,23,3,3,38,78.67251253070019,Low,12.022658016666666,12.9893817,77.5927844
unplanned,water_logging,Unknown,False,23,3,3,5,78.7679162293003,High,49.972628066666665,12.938565,77.6979933
unplanned,vehicle_breakdown,bmtc_bus,True,23,3,3,24,3.1048349412078474e-06,High,111.62127408333335,12.9690624,77.5872736
unplanned,tree_fall,Unknown,True,23,3,3,24,0.0,High,13118.919878733333,12.961311,77.55932
unplanned,road_conditions,Unknown,False,21,2,1,19,78.6318777796286,High,56341.49852475,12.9146696,77.5640607
unplanned,vehicle_breakdown,bmtc_bus,False,21,2,1,19,78.6562164269919,Low,145.93000185,12.9173038,77.5882958
unplanned,road_conditions,Unknown,False,21,2,1,19,78.63280702052863,High,2.1028608833333333,12.9144686,77.5650362
unplanned,road_conditions,Unknown,False,21,2,1,19,78.63282206130765,High,3.641591716666667,12.9144815,77.5650493
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,1,9,78.66674182366219,High,155.72685905,12.9113626,77.5999548
unplanned,vehicle_breakdown,heavy_vehicle,False,21,2,1,10,78.59004844665108,High,151.86904338333335,12.9353705,77.5182037
unplanned,tree_fall,Unknown,True,23,3,3,7,1.775528090470791e-05,Low,17.459649216666666,12.9216444,77.5940415
unplanned,vehicle_breakdown,lcv,False,22,2,1,9,78.71803729648171,High,154.7922888,12.9246541,77.6497438
unplanned,road_conditions,Unknown,False,22,2,1,19,78.63276675049447,High,10.387521483333334,12.9145147,77.5649877
unplanned,road_conditions,Unknown,False,22,2,1,19,78.63279160334676,High,10.163398133333335,12.9145447,77.5650079
unplanned,vehicle_breakdown,others,False,20,2,1,25,78.70139265941513,Low,127.98520488333334,12.9635928,77.6263774
unplanned,vehicle_breakdown,private_bus,False,20,2,1,30,78.62311571104948,High,125.05415016666667,13.0310785,77.5357035
unplanned,vehicle_breakdown,bmtc_bus,False,0,4,3,18,78.71268770183188,High,52.832006916666664,12.8700974,77.6533824
planned,construction,Unknown,False,22,2,1,25,78.679100607661,High,22.63651893333333,12.9762232,77.6016656
unplanned,water_logging,Unknown,False,6,3,1,9,78.73030689911116,High,9653.861017183333,12.9211317,77.6627683
unplanned,vehicle_breakdown,others,False,22,3,3,38,78.65560551629765,Low,142.58938508333333,12.9832059,77.5766759
unplanned,others,Unknown,False,0,4,3,37,78.58973900286496,Low,81.46961583333334,12.9793286,77.5105419
unplanned,others,Unknown,False,23,2,1,10,78.60840863873393,High,15.304307483333334,12.94819783,77.53467664
unplanned,tree_fall,Unknown,True,0,4,3,17,0.00013774469136956476,Low,178.15932916666668,13.022765,77.6014354
unplanned,pot_holes,Unknown,False,23,2,1,25,78.69816865933802,Low,94064.39406838334,12.9943131,77.617972
unplanned,vehicle_breakdown,bmtc_bus,False,21,3,3,37,78.61033833598972,Low,172.9627589,13.0071299,77.5267687
planned,construction,Unknown,False,0,3,2,13,78.72646320352925,High,31.91027013333333,13.1511992,77.620242
unplanned,vehicle_breakdown,ksrtc_bus,False,22,3,3,30,78.63054101068084,High,152.69334681666666,13.0264,77.544019
unplanned,pot_holes,Unknown,False,21,0,11,13,78.71920247823343,Low,1510.5725501000002,13.1212507,77.6179465
unplanned,pot_holes,Unknown,False,0,4,3,37,78.58670435543713,High,3.2494231166666667,12.9895389,77.5057545
unplanned,vehicle_breakdown,lcv,False,22,2,1,9,78.71850474840382,High,150.54119953333333,12.9245044,77.6502426
unplanned,vehicle_breakdown,truck,False,0,3,2,37,78.58958894623755,Low,11.801083916666666,12.9664142,77.5125512
unplanned,vehicle_breakdown,auto,False,1,4,3,38,78.64222794956697,High,24.50434895,12.9758786,77.5643384
unplanned,vehicle_breakdown,bmtc_bus,False,1,3,2,0,78.64590189802135,High,129.08583753333335,12.9641027,77.5700324
unplanned,tree_fall,Unknown,False,5,3,3,19,78.64776395638107,Low,1228.0939948333332,12.9124656,77.5805324
unplanned,vehicle_breakdown,lcv,False,23,2,1,9,78.72539904045026,High,165.82003893333334,12.9228317,77.6575101
unplanned,vehicle_breakdown,lcv,False,1,3,2,6,78.61101259124446,High,86.29592665,13.0378641,77.5222897
unplanned,vehicle_breakdown,heavy_vehicle,False,2,4,3,10,78.62986376873226,High,179.1950364,12.9583476,77.5547336
unplanned,vehicle_breakdown,heavy_vehicle,False,0,3,2,18,78.7034746616291,High,146.64718006666666,12.8895087,77.6408236
unplanned,vehicle_breakdown,heavy_vehicle,False,0,3,2,18,78.70334400033714,High,140.4504338,12.8895337,77.640687
unplanned,vehicle_breakdown,auto,False,0,4,3,38,78.6539162634884,Low,164.98865578333334,12.9847423,77.574706
unplanned,vehicle_breakdown,bmtc_bus,False,1,4,3,6,78.59638934273987,Low,123.77457938333333,13.0229252,77.5099725
unplanned,vehicle_breakdown,heavy_vehicle,False,0,3,2,18,78.70334570731319,High,137.94471745,12.8894616,77.6407007
unplanned,vehicle_breakdown,bmtc_bus,False,2,3,2,32,78.69526298372975,High,18.8405157,13.0436683,77.6067467
unplanned,vehicle_breakdown,lcv,False,3,3,2,16,78.66753471438521,High,23.64143526666667,13.0145688,77.5835164
unplanned,vehicle_breakdown,lcv,False,4,4,3,16,78.6438994415042,High,36.50401478333333,13.0186759,77.5588615
unplanned,vehicle_breakdown,ksrtc_bus,True,4,4,3,24,0.00012566005730078742,High,24.00943798333333,12.9494883,77.5368741
unplanned,vehicle_breakdown,others,False,4,4,3,32,78.68619145998024,Low,104.2134875,13.0229482,77.601028
unplanned,vehicle_breakdown,private_bus,False,2,3,2,38,78.66589465075579,High,86.47019558333334,12.9928917,77.5854867
unplanned,vehicle_breakdown,private_car,False,4,4,3,11,78.71620027015753,High,70.85268506666667,12.9625233,77.6415686
unplanned,vehicle_breakdown,heavy_vehicle,False,3,3,2,22,78.69661844985232,High,128.30212975,13.0976738,77.5990251
unplanned,vehicle_breakdown,heavy_vehicle,False,4,3,2,13,78.70715043960529,High,147.63610265,13.1151883,77.6067482
planned,construction,Unknown,False,4,4,3,6,78.59793266100912,Low,3.1267288833333335,13.07835,77.502205
unplanned,road_conditions,Unknown,False,4,4,3,25,78.6760327202643,High,5.172235466666667,12.984191,77.5972223
unplanned,vehicle_breakdown,bmtc_bus,False,1,4,3,10,78.62706463057678,High,169.25588716666667,12.97447,77.5492
unplanned,road_conditions,Unknown,False,4,4,3,25,78.67595837334262,High,4.251081166666667,12.9842204,77.597142
unplanned,vehicle_breakdown,lcv,False,5,4,3,6,78.58792102198551,Low,34.665252366666664,13.0488954,77.4970171
unplanned,vehicle_breakdown,heavy_vehicle,False,4,4,3,37,78.5879445513747,High,72.97434778333333,12.9891874,77.5070709
unplanned,vehicle_breakdown,bmtc_bus,False,2,3,2,9,78.68342161896402,Low,127.41030338333333,12.9160564,77.6160829
unplanned,construction,Unknown,False,4,3,2,13,78.73471717873574,High,60.79839483333333,13.16120295,77.62691818
unplanned,vehicle_breakdown,heavy_vehicle,False,1,3,2,10,78.61289507326484,High,171.48514136666665,12.9532283,77.538385
unplanned,road_conditions,Unknown,False,5,4,3,25,78.6758790077033,High,40387.380977333334,12.9844178,77.5970285
unplanned,others,Unknown,False,5,3,2,27,78.64701103162264,High,119.59073745,12.8569988,77.5889807
unplanned,vehicle_breakdown,bmtc_bus,False,3,3,2,0,78.66928139357265,Low,78.98551568333333,12.9446407,77.5969852
unplanned,vehicle_breakdown,lcv,False,2,3,2,6,78.6066832688524,High,166.43434195,13.0407502,77.5174141
unplanned,vehicle_breakdown,truck,False,5,4,3,30,78.6345983319103,High,138.03129243333333,13.0414238,77.545608
unplanned,vehicle_breakdown,lcv,False,5,3,2,11,78.7222174808209,High,28.37678515,12.95983785,77.64811735
unplanned,congestion,Unknown,False,6,3,2,32,78.67183206798212,High,152.75523351666666,13.0446065,77.5828293
unplanned,vehicle_breakdown,bmtc_bus,False,5,4,3,19,78.65194736029028,Low,93.05636071666666,12.9197329,77.5835635
unplanned,others,Unknown,False,21,5,1,37,78.59868054992384,High,16403.183825483335,12.9875849,77.5182251
unplanned,vehicle_breakdown,heavy_vehicle,False,6,3,2,37,78.6004472820858,High,123.25208876666667,12.9886918,77.519831
unplanned,vehicle_breakdown,heavy_vehicle,False,3,3,2,10,78.63109365832238,High,158.15932753333334,12.9595376,77.5557817
unplanned,vehicle_breakdown,others,False,5,4,3,25,78.69917013300828,Low,170.19778896666668,12.993901,77.6190564
unplanned,vehicle_breakdown,lcv,False,3,3,2,38,78.6654006908753,High,178.87648195,12.9988047,77.5839954
unplanned,vehicle_breakdown,others,False,6,3,2,18,78.70294879122083,High,11.497013733333334,12.8885722,77.640446
unplanned,pot_holes,Unknown,False,2,6,1,25,78.68408865676707,Low,31510.20140156667,12.9858066,77.6051199
unplanned,construction,Unknown,False,5,4,3,4,78.73229132634155,Low,9655.520603083334,13.0450698,77.6440587
unplanned,vehicle_breakdown,bmtc_bus,False,7,3,2,10,78.61815380443765,High,66.23018308333333,12.9541849,77.5435568
unplanned,others,Unknown,False,6,4,3,38,78.6445644732098,Low,199.88950173333333,12.9679023,77.5680413
unplanned,vehicle_breakdown,bmtc_bus,False,7,3,2,38,78.65235580695243,Low,158.53471071666667,12.9895932,77.5723117
unplanned,construction,Unknown,False,6,3,2,6,78.5795347982319,Low,1.76867005,13.0522674,77.4879449
unplanned,congestion,Unknown,False,6,3,2,32,78.67183206798212,High,152.75484856666665,13.0446065,77.5828293
unplanned,pot_holes,Unknown,False,1,5,12,18,78.68539613540975,Low,1.8152416166666667,12.8733932,77.6251719
unplanned,pot_holes,Unknown,False,1,5,12,18,78.68509649175849,Low,0.5895915333333334,12.8732959,77.6248843
unplanned,vehicle_breakdown,private_bus,False,8,3,2,9,78.69694077280943,High,75.03728503333333,12.9013118,77.6322397
unplanned,vehicle_breakdown,heavy_vehicle,False,8,3,2,25,78.69512222257012,High,167.80346241666666,12.972653,77.6185064
unplanned,others,Unknown,False,6,4,3,4,78.71307398116218,High,43.90494258333333,13.0379483,77.6257684
unplanned,pot_holes,Unknown,False,22,4,12,19,78.61143171604081,Low,11562.457343483335,12.8980705,77.5460958
unplanned,vehicle_breakdown,bmtc_bus,False,4,4,3,10,78.63259370473308,Low,154.14962186666668,12.9415222,77.5603107
planned,construction,Unknown,True,11,3,2,24,0.00031242803970621673,High,9.785657149999999,12.965034,77.5747048
unplanned,vehicle_breakdown,private_car,False,3,4,3,25,78.67919115000971,Low,179.2772513,12.9904041,77.5993848
unplanned,vehicle_breakdown,lcv,False,13,3,2,20,78.79247904062865,Low,253.00868371666667,12.9915317,77.7140583
unplanned,vehicle_breakdown,heavy_vehicle,False,15,3,2,10,78.60070744100976,High,145.40361381666668,12.9450066,77.5274017
unplanned,vehicle_breakdown,heavy_vehicle,False,18,3,2,13,78.70720041481991,High,160.13726563333333,13.114945,77.60684
unplanned,vehicle_breakdown,others,False,20,3,2,16,78.63873352906245,High,22.17473545,13.0176948,77.553788
planned,construction,Unknown,False,20,3,2,29,78.77562918459961,High,776.7549893333332,12.9694199,77.7006686
unplanned,pot_holes,Unknown,False,22,4,12,19,78.60901850666008,Low,11560.30744915,12.8985649,77.5435672
unplanned,pot_holes,Unknown,False,19,5,12,19,78.60199519200347,Low,11.769771200000001,12.8893347,77.5379823
unplanned,pot_holes,Unknown,False,23,0,12,25,78.6945468234564,Low,13.7809104,12.9514566,77.6214627
