iter	TotalF1	MultiClass
114	0.6360078957	0.8174476154
115	0.6357357652	0.8167942863
116	0.6356832757	0.8158142611
117	0.6356832757	0.8152157094
118	0.6359554063	0.8140076952
119	0.6359998287	0.8129282982
120	0.6359554063	0.8126091238
121	0.6365229061	0.8115051937
122	0.6371063785	0.8104836925
123	0.6371101905	0.809736071
124	0.637295218	0.8085132695
125	0.637343325	0.8075268103
126	0.637326374	0.8067395997
127	0.6378187887	0.8058899427
128	0.6382295108	0.8048993276
129	0.6382295108	0.8044163684
130	0.6383495281	0.8038112729
131	0.6387688549	0.8027214855
132	0.6389298842	0.8019608896
133	0.6391109127	0.8011030706
134	0.6388994886	0.8009135903
135	0.6391409395	0.800059581
136	0.6387819575	0.7994448096
137	0.6391409395	0.7986255835
138	0.6395553753	0.7978344074
139	0.6399304126	0.7970408131
140	0.6404521627	0.7962270763
141	0.6402419964	0.7960695038
142	0.6404069014	0.7954607819
143	0.6406140809	0.794704651
144	0.6405781063	0.793800462
145	0.6406203035	0.7931612863
146	0.6409921482	0.7922372093
147	0.6411542205	0.7915305203
148	0.6411542205	0.7911633815
149	0.6413610798	0.7905526075
150	0.6413610798	0.7902466433
151	0.6415291776	0.78933649
152	0.6417358377	0.7888076315
153	0.6417358377	0.7880360655
154	0.6417358377	0.7877075147
155	0.6419802072	0.7871343708
156	0.6414023473	0.7865032233
157	0.6414052219	0.785793154
158	0.642025752	0.7851365572
159	0.6426411779	0.7847495587
160	0.6424337038	0.7838866262
161	0.642919423	0.7829613947
162	0.642755415	0.7823173722
163	0.6431821062	0.7816228021
164	0.6429781465	0.7809789308
165	0.6429781465	0.7804227252
166	0.6429781465	0.7801565725
167	0.6431821062	0.7796316621
168	0.6431821062	0.7791509299
169	0.6429757236	0.7790757765
170	0.6431797586	0.778353301
171	0.6439183533	0.7777065798
172	0.6435871261	0.777089604
173	0.6443272888	0.7765890925
174	0.6445322858	0.7762564481
175	0.6449021367	0.7753559994
176	0.6451048197	0.7747794546
177	0.6452719876	0.7746273272
178	0.6452719876	0.7744548783
179	0.6454854449	0.7740281519
180	0.6454729647	0.7736528404
181	0.645723924	0.7731019033
182	0.6455094943	0.7725820414
183	0.6455094943	0.7724232684
184	0.6459256661	0.7716147439
185	0.64612718	0.7710292694
186	0.64612718	0.7705742597
187	0.6464963027	0.7700459342
188	0.6464963027	0.7699348019
189	0.6464976002	0.769402078
190	0.646617171	0.7688965232
191	0.6467367856	0.7685043358
192	0.647072629	0.767970167
193	0.6472741442	0.7675358754
194	0.6476445654	0.7669721314
195	0.6480449435	0.7662085262
196	0.6480138884	0.7656391497
197	0.649138349	0.7651189602
198	0.6491377139	0.7646015009
199	0.6496441281	0.7641254389
200	0.6494753225	0.7633661192
201	0.6500136573	0.7631109303
202	0.6503826842	0.7623750883
203	0.6502136979	0.7618671856
204	0.6506129218	0.7611787999
205	0.65121057	0.7608153012
206	0.6510115758	0.760759937
207	0.6508123288	0.7606967365
208	0.6511810498	0.760086115
209	0.6513800957	0.7598324208
210	0.6513800957	0.7597227504
211	0.6515497397	0.7593410878
212	0.6513506524	0.7591838486
213	0.6515199268	0.7586872023
214	0.6511510894	0.7584804355
215	0.6520582695	0.757831047
216	0.651736978	0.7575897841
217	0.651736978	0.7575046735
218	0.6524753847	0.7570327247
219	0.6523353868	0.7567756451
220	0.6525632495	0.7563523283
221	0.6529322854	0.7560727333
222	0.6529322854	0.7558378866
223	0.6531307004	0.7553952826
224	0.6533009071	0.7549876779
225	0.6533009071	0.7548425455
226	0.6533009071	0.7548241399
227	0.6533009071	0.7548064232
228	0.6533940763	0.754336891
229	0.6534218841	0.7540541201
230	0.6534218841	0.7537247583
231	0.6534218841	0.7532788932
232	0.6535927306	0.7532338869
233	0.6538387378	0.7529593728
234	0.6538387378	0.7525082086
235	0.6536678921	0.7522200871
236	0.6540642397	0.7518168616
237	0.6538661755	0.7518031216
238	0.6542613906	0.7514500834
239	0.6542613906	0.7511103058
240	0.6542620854	0.7510976676
241	0.654432615	0.7503198647
242	0.6540364896	0.7500847609
243	0.6542339839	0.7494786284
244	0.654356366	0.7491816725
245	0.654356366	0.7491702445
246	0.654356366	0.7491153071
247	0.6547520988	0.7488699304
248	0.6545543415	0.7485705673
249	0.6543837904	0.7484325763
250	0.6542126167	0.748225606
251	0.6544100962	0.7478339471
252	0.6545807046	0.7472355637
253	0.6551721646	0.7468896803
254	0.6549752273	0.7464498596
255	0.655957766	0.7460504979
256	0.6564486188	0.7457266031
257	0.6564486188	0.7455932969
258	0.6564486188	0.7452787432
259	0.6566446516	0.7448710024
260	0.6566446516	0.7444260369
261	0.656646021	0.7442878987
262	0.656646021	0.7441548184
263	0.6569891631	0.7436807732
264	0.6571627337	0.7434727599
265	0.6575502654	0.7431399139
266	0.6579419618	0.7429581527
267	0.6583422196	0.7426037789
268	0.6583402822	0.7423511605
269	0.6585344751	0.7421343738
270	0.6585344751	0.7421280991
271	0.658546733	0.7417951419
272	0.658546733	0.741609331
273	0.6583527701	0.7415601842
274	0.6589340356	0.7411917745
275	0.6591158053	0.7411563226
276	0.6589222361	0.7408943019
277	0.6589222361	0.7408811786
278	0.659502324	0.7405545841
279	0.659502324	0.7402646451
280	0.6596952746	0.7399612649
281	0.6596952746	0.7399239966
282	0.6593091678	0.7393077007
283	0.6593091678	0.7392850516
284	0.6593091678	0.7392808299
285	0.6593091678	0.7389874131
286	0.6593091678	0.7387786714
287	0.6596245313	0.7385807176
288	0.6598152834	0.7382717605
289	0.6598152834	0.7382218479
290	0.6596421329	0.7377995687
291	0.6596400533	0.7374276976
292	0.6605662626	0.737062692
293	0.660005812	0.7369709491
294	0.6607922949	0.7364143173
295	0.6608815583	0.7360382787
296	0.6614212104	0.7356740064
297	0.6614212104	0.735242503
298	0.6614212104	0.7352098049
299	0.6616108182	0.7349782991
300	0.6616108182	0.7347699425
301	0.6616289633	0.7345630093
302	0.6619946033	0.7342391017
303	0.6628450006	0.7337568241
304	0.6628450006	0.733729818
305	0.6632280769	0.7333355738
306	0.6638673294	0.7331251471
307	0.6636600612	0.7330382379
308	0.6640579435	0.7325575746
309	0.6642483585	0.7323608693
310	0.664832714	0.7319890466
311	0.6648184142	0.7315871337
312	0.6646431855	0.7315229411
313	0.6646431855	0.7312425143
314	0.664832714	0.7310569756
315	0.6646573956	0.7308420207
316	0.6654131741	0.7305865839
317	0.6650489245	0.7302880108
318	0.6654001243	0.7300239197
319	0.6656016327	0.7297426121
320	0.6652374828	0.7295543934
321	0.6661539484	0.729206182
322	0.6661539484	0.7291368565
323	0.6659779703	0.7288596711
324	0.6660050598	0.7285457319
325	0.666368715	0.7283406908
326	0.6669731426	0.72794778
327	0.6669731426	0.7278841204
328	0.666983816	0.7276159989
329	0.6671603755	0.7276066365
330	0.666983816	0.7273283731
331	0.666983816	0.7273173406
332	0.6669731426	0.7269759731
333	0.6673218911	0.7266505946
334	0.6673106721	0.7265132748
335	0.6673106721	0.7262878019
336	0.6677380373	0.726143631
337	0.66792129	0.7259148439
338	0.6679405922	0.7254174933
339	0.6679362197	0.7253988826
340	0.6681173368	0.7248523284
341	0.6683000636	0.724498169
342	0.6684768548	0.7241262949
343	0.6688407973	0.7240429687
344	0.6699462207	0.7234900493
345	0.6701322763	0.7231675507
346	0.6701144167	0.7226635704
347	0.6703008405	0.7224855023
348	0.6701322763	0.7220358369
349	0.6705038264	0.7215164238
350	0.6705038264	0.7212776765
351	0.6703181447	0.7210251334
352	0.670313348	0.7205283395
353	0.6701359223	0.7204388045
354	0.6701359223	0.7204120093
355	0.6701312758	0.7201854968
356	0.6701359223	0.7197391705
357	0.6701312758	0.7195216208
358	0.6699539094	0.7193647687
359	0.6705068327	0.718911259
360	0.6705068327	0.7188982536
361	0.6705068327	0.7188936996
362	0.670684437	0.7187002139
363	0.6706920098	0.7185249012
364	0.6706872319	0.718274789
365	0.6705095981	0.7180481246
366	0.6720150985	0.7176187536
367	0.672021744	0.7175083702
368	0.6720202387	0.7171565899
369	0.6721931015	0.7167955516
370	0.6729306494	0.7165027232
371	0.6727460701	0.7162483962
372	0.6732934691	0.7158360418
373	0.6731096291	0.7154986453
374	0.6729306494	0.7154107195
375	0.6729306494	0.7153026012
376	0.6731150453	0.7152741957
377	0.6731150453	0.7150911215
378	0.6742526539	0.7147047734
379	0.6748035802	0.7143484323
380	0.6746190694	0.7141111471
381	0.6749852013	0.7138819479
382	0.6749945442	0.7135680028
383	0.6749945442	0.7134709884
384	0.674988887	0.7132252665
385	0.674988887	0.7132135767
386	0.6751737102	0.713002512
387	0.6757123494	0.7124113432
388	0.6758946979	0.7121439288
389	0.6758974111	0.7117283012
390	0.6760793219	0.7114594248
391	0.6760793219	0.7111232682
392	0.6766180833	0.7108268967
393	0.6768052101	0.7103963634
394	0.6768052101	0.7103707217
395	0.6769870755	0.7100022344
396	0.6769862457	0.7096618152
397	0.6771649695	0.709256769
398	0.6769850855	0.708798588
399	0.6773379576	0.7083365168
400	0.6784321657	0.7078790635
401	0.6787929313	0.7075645865
402	0.6789665801	0.7072613878
403	0.6786062902	0.7069514741
404	0.6786062902	0.7067949312
405	0.678599983	0.7062839841
406	0.6780591262	0.7061939108
407	0.6784283654	0.7059514884
408	0.6784283654	0.705947767
409	0.6784136636	0.7055526455
410	0.6791369802	0.7052049492
411	0.6784164581	0.7050022649
412	0.6784104644	0.7047787074
413	0.6793028463	0.7039803313
414	0.6793038673	0.7037152184
415	0.6791243463	0.7036686461
416	0.6791247957	0.7031680711
417	0.6794872782	0.7026343821
418	0.6789475319	0.7026230077
419	0.6796720283	0.7024764555
420	0.6807431304	0.7019311724
421	0.6803758376	0.7015083559
422	0.6810937922	0.7013244313
423	0.6812745389	0.7008686807
424	0.6816273427	0.7004795692
425	0.6818101385	0.6999258449
426	0.6821689457	0.6993885817
427	0.682164098	0.6992421107
428	0.682164098	0.6992415351
429	0.6825246283	0.6990624472
430	0.6823383108	0.6989487694
431	0.6826985476	0.698637814
432	0.6826985476	0.6983729562
433	0.6834168566	0.6979807985
434	0.6832460645	0.697380834
435	0.6835917391	0.6968405684
436	0.6834199098	0.6961486043
437	0.6843688026	0.6957845879
438	0.6843688026	0.6955437088
439	0.6847157848	0.695285716
440	0.6850801637	0.6950077418
441	0.685067209	0.6943504463
442	0.6850736861	0.6940745849
443	0.6850736861	0.6940453416
444	0.685476651	0.6934506044
445	0.6852436119	0.6934501337
446	0.6852436119	0.693426693
447	0.6857715616	0.6929799748
448	0.6857784834	0.6928234925
449	0.6863061081	0.6925883422
450	0.6866645959	0.6920815663
451	0.6866645959	0.6920777804
452	0.6869030637	0.6917035506
453	0.6869096152	0.6913709794
454	0.6870783229	0.6910250106
455	0.6870783229	0.6910214767
456	0.6870783229	0.6907682158
457	0.6872612879	0.6903471394
458	0.6877936257	0.6901531756
459	0.687967934	0.6898316141
460	0.6877855622	0.689309194
461	0.6885625318	0.6890389382
462	0.6883246734	0.6886426863
463	0.6894443107	0.6880857587
464	0.6894443107	0.6880737667
465	0.6896655884	0.6876241021
466	0.6898483595	0.6872271827
467	0.6896966977	0.6868906432
468	0.6898722795	0.6865039961
469	0.6900467438	0.6859711578
470	0.6896976601	0.6857118005
471	0.6900467438	0.6856702854
472	0.6900293815	0.6852185617
473	0.6903769433	0.6847893165
474	0.6905599958	0.6843648187
475	0.6902051977	0.6837921243
476	0.6910923032	0.6834411763
477	0.6910994274	0.6829512696
478	0.691275148	0.6825849801
479	0.6914486051	0.6821840044
480	0.6914486051	0.6815895075
481	0.6917578626	0.6810567877
482	0.6922705769	0.6805224588
483	0.6922804794	0.6801545739
484	0.6929685344	0.679576256
485	0.6928066295	0.6794068608
486	0.6928138849	0.6790709422
487	0.6926233796	0.6786547351
488	0.6927960318	0.6784909035
489	0.6934851493	0.6779769761
490	0.6940125555	0.6775863359
491	0.6940125555	0.6771816139
492	0.6936687478	0.6770092814
493	0.6934733994	0.6767707701
494	0.6936498279	0.6761901392
495	0.69398599	0.675871898
496	0.6952301616	0.6752994696
497	0.6950589492	0.674953723
498	0.6955842109	0.6744159639
499	0.6957429269	0.6741159782
500	0.6962584632	0.673780174
501	0.69606762	0.6733966861
502	0.6960816559	0.6728326189
503	0.6960880191	0.6724659714
504	0.6962584632	0.6721731509
505	0.6962855404	0.6717803872
506	0.6962519092	0.6712516594
507	0.6974703092	0.6706691119
508	0.697116061	0.6704399414
509	0.6974551363	0.6697544713
510	0.6974703092	0.6692928224
511	0.6972856693	0.6689246733
512	0.6976519263	0.6683003307
513	0.6988517723	0.6676145431
514	0.6992506306	0.6672656363
515	0.699765115	0.6666372039
516	0.699395001	0.6661824059
517	0.6997728551	0.6655664361
518	0.7005090355	0.6650637257
519	0.7006697867	0.6646527152
520	0.7006697867	0.6641501098
521	0.7009987447	0.6635721371
522	0.7011817256	0.6631146605
523	0.7015256676	0.6627142329
524	0.7011803016	0.6623840811
525	0.7015179012	0.6620109308
526	0.7017268361	0.6615558499
527	0.7018788323	0.6611865159
528	0.7015256676	0.6607807574
529	0.7013330684	0.6602947737
530	0.7018514322	0.6599584321
531	0.7020030268	0.6595077637
532	0.7021861826	0.6591622199
533	0.7019983205	0.658781879
534	0.7019905669	0.6584503681
535	0.7023268523	0.6579401744
536	0.7024936801	0.6574896861
537	0.7023002918	0.656937958
538	0.702994786	0.6563716574
539	0.7035066466	0.6556590334
540	0.7033430002	0.6553056286
541	0.7036805165	0.6549030615
542	0.7036799304	0.6544857826
543	0.7035456307	0.6538566308
544	0.7038866643	0.6534917995
545	0.7038989375	0.6529970878
546	0.704235656	0.6526498104
547	0.7037050436	0.6524543072
548	0.7050569768	0.65199835
549	0.7053987733	0.6516244197
550	0.7057558389	0.6512568267
551	0.7060463375	0.6507512086
552	0.7065543633	0.6502782075
553	0.7070397544	0.6498252789
554	0.7073835133	0.6495390861
555	0.7073835133	0.649134242
556	0.707196667	0.6487422417
557	0.7073604956	0.6481752142
558	0.7073604956	0.6475864426
559	0.7075401946	0.6470616357
560	0.7073451324	0.6465305962
561	0.7077000689	0.6462744212
562	0.7080597685	0.6458249284
563	0.7080442076	0.6455178378
564	0.7082387379	0.6450235113
565	0.7083833199	0.644536274
566	0.7089434194	0.6441471216
567	0.7089434194	0.6439227879
568	0.7092791345	0.6435985781
569	0.7101621729	0.6431031584
570	0.7103949342	0.6425320523
571	0.7109203723	0.6421331477
572	0.7109170731	0.6418423004
573	0.7107424565	0.6415025568
574	0.7112175557	0.6410030081
575	0.7114011888	0.6406261538
576	0.7122580427	0.6402475692
577	0.7121114408	0.6399936284
578	0.7123981449	0.6394763021
579	0.713165929	0.6390362549
580	0.713727829	0.6386247671
581	0.7145575211	0.6380911826
582	0.7149202167	0.6376179495
583	0.715081587	0.6372477112
584	0.7150699691	0.6369195909
585	0.7149124412	0.636354891
586	0.7149086379	0.6360180075
587	0.7147471892	0.6358230778
588	0.714780313	0.6353833431
589	0.7152648401	0.6350812529
590	0.7151173684	0.6345560979
591	0.7150956943	0.634036281
592	0.7152788925	0.633696925
593	0.715480068	0.6332167807
594	0.7152456822	0.6329735107
595	0.7159479245	0.632631064
596	0.7168664551	0.6322021525
597	0.7167274053	0.6317500798
598	0.7172406583	0.6313423933
599	0.717247127	0.6309946725
600	0.7174301778	0.630557241
601	0.7172984564	0.6301480694
602	0.7179267862	0.6297389103
603	0.7184691816	0.6294073146
604	0.7185966878	0.6290313755
605	0.7190937721	0.6285697785
606	0.718750021	0.6282721257
607	0.7189329644	0.6277631586
608	0.7196349469	0.6272638353
609	0.7202546347	0.62671328
610	0.7207806269	0.6263794335
611	0.7206469993	0.626047679
612	0.7204865185	0.6257233621
613	0.7206278115	0.6252047221
614	0.7209407157	0.6248965026
615	0.7207806269	0.6245328115
616	0.7211006918	0.6241762127
617	0.7212877887	0.6239446054
618	0.7212835662	0.6234955797
619	0.72125638	0.623056497
620	0.7207496446	0.6224795642
621	0.7205896394	0.6223070669
622	0.7209439168	0.6219230545
623	0.7212636995	0.621357348
624	0.7213293078	0.6210108704
625	0.7216489233	0.6206421783
626	0.7216489233	0.6201899223
627	0.7219915138	0.6199046042
628	0.7219915138	0.6197787235
629	0.7217971229	0.6194831296
630	0.7228463885	0.6190731301
631	0.7228701426	0.6186765213
632	0.7223479198	0.6182945902
633	0.7232166861	0.6177661133
634	0.7234275681	0.6173287724
635	0.7239495073	0.6167826826
636	0.7241394723	0.6164514888
637	0.7237384346	0.6159990459
638	0.7237623354	0.6156173209
639	0.7243106359	0.6152898675
640	0.7248985989	0.6146750381
641	0.7252885211	0.6143554772
642	0.724810957	0.6139036251
643	0.7254844111	0.6135041613
644	0.7253326419	0.6130767681
645	0.7258658459	0.6126990072
646	0.7260129742	0.6122407217
647	0.7260368069	0.6119124783
648	0.7264108259	0.6113740758
649	0.7265861893	0.6110595852
650	0.7269624762	0.6105385437
651	0.7267685648	0.6102521212
652	0.7266223229	0.6099007032
653	0.7266223229	0.6094724465
654	0.7265942644	0.6092409758
655	0.727832925	0.6088468952
656	0.7280431529	0.6084012079
657	0.7282253021	0.6081079501
658	0.7276741423	0.6078778109
659	0.7278564148	0.6076819861
660	0.7281974556	0.6072488192
661	0.7283449525	0.6068434694
662	0.7286880958	0.6063614291
663	0.7285228912	0.6060614584
664	0.7285228912	0.6059087227
665	0.7287117052	0.6056452484
666	0.7288981783	0.6054055775
667	0.7293737736	0.6049557918
668	0.7295772442	0.6046175916
669	0.7299411754	0.6041224683
670	0.7297892071	0.6038012363
671	0.7295962689	0.6034665654
672	0.7295920142	0.6030022522
673	0.7299133454	0.6026434324
674	0.7300910208	0.6022605244
675	0.7300953185	0.6019588949
676	0.7302729549	0.6016357305
677	0.7302493909	0.6012578427
678	0.7304313446	0.6009107758
679	0.7307758735	0.6006229758
680	0.7318472867	0.6000573817
681	0.7316612591	0.5997926395
682	0.7316333932	0.59949819
683	0.7321121165	0.5990132431
684	0.7324392622	0.598605194
685	0.7329116002	0.5981798716
686	0.7327058429	0.5977790701
687	0.7332396734	0.5974195769
688	0.7330819264	0.5969716625
689	0.733579042	0.5964083323
690	0.7334277546	0.5960525022
691	0.7337652156	0.5956184674
692	0.7335900107	0.5953168853
693	0.7337652156	0.5949919239
694	0.7336563322	0.5946306958
695	0.7336148545	0.5941374188
696	0.734153175	0.5937253367
697	0.734365747	0.5933583268
698	0.734848746	0.593002707
699	0.734848746	0.592685674
700	0.7352466976	0.5923960482
701	0.735947315	0.5920754272
702	0.735379987	0.5917158713
703	0.7356570605	0.5914987753
704	0.7361577449	0.5910347328
705	0.7365154564	0.590540382
706	0.7371792473	0.5902135845
707	0.7371431149	0.5899552386
708	0.7380014529	0.5895118856
709	0.7384960657	0.5890695512
710	0.7383457873	0.5888293863
711	0.7383393778	0.5883467555
712	0.7384897683	0.5880063681
713	0.7388632268	0.587776581
714	0.7384960657	0.5874071641
715	0.738821354	0.5870017485
716	0.7394100318	0.5866152309
717	0.7392485233	0.5863397367
718	0.7395972125	0.5859036558
719	0.7399229828	0.5854641689
720	0.7402293611	0.5849581634
721	0.7405504009	0.5846443316
722	0.7407313594	0.5841863499
723	0.7405504009	0.5838439357
724	0.7408628372	0.5836213701
725	0.7412494416	0.5833536452
726	0.7415368958	0.5830709784
727	0.7419673492	0.5827134699
728	0.742349639	0.5823764708
729	0.7432395841	0.5818704446
730	0.7435941668	0.5814904158
731	0.7438590935	0.5811815545
732	0.7440154021	0.580910175
733	0.7445773521	0.5806844482
734	0.7444148817	0.5804633114
735	0.7450880354	0.5800507988
736	0.7454297563	0.5796060064
737	0.7455804358	0.5792328281
738	0.7461606803	0.5787911748
739	0.7461606803	0.5782880741
740	0.7465209255	0.5778782229
741	0.7466771685	0.5774116962
742	0.7473071682	0.5771574019
743	0.7473071682	0.5767007609
744	0.747847366	0.5763391363
745	0.7482072376	0.5760775101
746	0.7481831549	0.5756455967
747	0.7486744863	0.5752021932
748	0.7490342598	0.5748943736
749	0.7490099758	0.5745269786
750	0.7493696819	0.5741508014
751	0.7501123376	0.5737735063
752	0.7500884728	0.5733841072
753	0.7502918366	0.5731380201
754	0.7502680414	0.5727426973
755	0.7499513708	0.5723728731
756	0.7507718502	0.5719964363
757	0.7511068673	0.571607601
758	0.7513974722	0.5712763284
759	0.7519357303	0.5708888707
760	0.7517563623	0.5705226176
761	0.7524205334	0.5700655201
762	0.7531370764	0.5697706125
763	0.7533163137	0.5693934095
764	0.7535434182	0.5690211786
765	0.7533771622	0.5686390191
766	0.7537171807	0.5683558405
767	0.7537169641	0.5680221624
768	0.7544932697	0.5675989774
769	0.75501716	0.5671186406
770	0.7553515784	0.5668439196
771	0.7553515784	0.5665079538
772	0.7552190225	0.5660114885
773	0.7553747379	0.5656092253
774	0.7553696233	0.5652700304
775	0.7559752598	0.5649858546
776	0.756191847	0.5645516101
777	0.7568505791	0.5641488922
778	0.7569960488	0.5636855268
779	0.756981287	0.5634306265
780	0.7577003255	0.5631708215
781	0.7587249107	0.5628910974
782	0.7589031014	0.5626097655
783	0.7592593328	0.5621950132
784	0.7594373735	0.561805379
785	0.7595930412	0.561440795
786	0.7597761018	0.56106436
787	0.7597761018	0.5608415294
788	0.7606318636	0.560593985
789	0.760453901	0.5603348439
790	0.760459175	0.5600131236
791	0.760459175	0.559819178
792	0.7604537653	0.5594537599
793	0.7609373784	0.5591208791
794	0.7615039481	0.5587102579
795	0.7618128192	0.5582921803
796	0.7620125397	0.5579657242
797	0.762345775	0.5576544902
798	0.7630567882	0.5573544843
799	0.7632588046	0.5571089178
800	0.7635508724	0.5567315497
801	0.7637063721	0.5565853177
802	0.7635063009	0.5562901941
803	0.7638291573	0.5560758056
804	0.7641433778	0.5559003605
805	0.7644984181	0.5556018114
806	0.7639880411	0.5553436853
807	0.7649947872	0.5549854742
808	0.7649673858	0.5547204102
809	0.7649895048	0.5543807421
810	0.7648120896	0.5541018926
811	0.7648120896	0.5538937081
812	0.7651448176	0.5534535001
813	0.7656547895	0.5530902197
814	0.7656379195	0.55277058
815	0.7666793478	0.5524215896
816	0.7668564703	0.5520786226
817	0.7672170954	0.5518217304
818	0.7669383633	0.5514412155
819	0.767434218	0.5511435813
820	0.7680584512	0.5507848817
821	0.768235414	0.5504399262
822	0.7684394902	0.5501366038
823	0.768744245	0.5499002903
824	0.7689012276	0.5495416569
825	0.7698335989	0.5491666261
826	0.7696107572	0.5487729231
827	0.7698020228	0.5484518303
828	0.7699024531	0.5481937261
829	0.7702757229	0.54802178
830	0.7701205958	0.5475950902
831	0.7699439184	0.547396653
832	0.7708284172	0.5472353691
833	0.7702377202	0.547046459
834	0.7705907423	0.5468777224
835	0.7714724561	0.5464550494
836	0.77117436	0.5461322016
837	0.772076587	0.545842764
838	0.7722140989	0.5455029845
839	0.772208842	0.5451929585
840	0.7725235551	0.5448957801
841	0.7728899389	0.5446800174
842	0.7729108831	0.5444621208
843	0.7723630229	0.5440960653
844	0.7725149267	0.5438008588
845	0.7726736801	0.5434739225
846	0.7732172539	0.54321491
847	0.7728857294	0.5429767921
848	0.7737509946	0.5426728965
849	0.7745895742	0.542277853
850	0.7742832872	0.5419580618
851	0.7744385466	0.5416476482
852	0.7745937179	0.5412726412
853	0.774985248	0.5410110796
854	0.7753162979	0.5407218181
855	0.7756263052	0.5405131716
856	0.7756263052	0.5401263641
857	0.7756263052	0.5399198916
858	0.7756263052	0.539703531
859	0.775647244	0.5393714113
860	0.776158126	0.5391497308
861	0.7766434675	0.5388369504
862	0.776819163	0.5384972759
863	0.7769741614	0.538172844
864	0.777655969	0.5378826304
865	0.7779684866	0.5375656214
866	0.7781521868	0.5372008902
867	0.7783234822	0.5368555793
868	0.7783207082	0.5366064571
869	0.7785277429	0.5363029001
870	0.7785519385	0.5359980953
871	0.7787057401	0.5356809165
872	0.7788824052	0.5354058259
873	0.77937528	0.5351703145
874	0.7797082766	0.5348029656
875	0.7795330308	0.5345773203
876	0.7799183426	0.5342931478
877	0.7804438453	0.533910547
878	0.7806570871	0.5335303523
879	0.7806531024	0.5332571397
880	0.7813267511	0.532947107
881	0.7813522415	0.5326529997
882	0.7812305678	0.5323456486
883	0.7808907135	0.5320758964
884	0.7808907135	0.531811333
885	0.7817157263	0.5315321265
886	0.7818585076	0.5313111829
